Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0352448W;Collège Pierre Olivier Malherbe;Collège;Public;Avenue des Genets;BP 62153;;35221;35068;Châteaubourg;035;14;53;;;0;0;0;02 99 00 38 50;02 99 00 81 35;;Ce.0352448w@ac-rennes.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19352448500011;645;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2385;48.114621032000635, -1.3864298551830252;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;373737.3;6788425.5;EPSG:2154;;48.114621032000635;-1.3864298551830252;Numéro de rue;1996-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0352448W;;;;
0351960R;Lycée J-B Le Taillandier site Saint-Aubin;Lycée;Privé;15 rue du Bourg au Loup;;;35140;35253;Saint-Aubin-du-Cormier;035;14;53;;;0;0;1;02 99 39 10 27;02 99 39 19 52;http://www.lycee-jblt.fr;secretariat.staubin@lycee-jblt.fr;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;49339665900051;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16422;48.25684029515661, -1.396230560333089;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;373888.6;6804247.2;EPSG:2154;;48.25684029515661;-1.396230560333089;Numéro de rue;1977-09-06;2023-06-08;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;
0350773A;Collège Sainte-Jeanne d'Arc Choisy;Collège;Privé;3 avenue de la Borderie;BP 32;;35404;35288;Saint-Malo;035;14;53;;;0;0;0;02 99 56 01 59;02 99 40 51 33;http://www.college-choisy.fr;ce.0350773A@ac-rennes.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;30668949800013;545;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9416;48.659056079339656, -1.982499712770811;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;333272.9;6851450.3;EPSG:2154;;48.659056079339656;-1.982499712770811;Numéro de rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0350044H;;;;
0350963G;Collège les Hautes Ourmes;Collège;Public;7 avenue de Pologne;BP 80426;;35204;35238;Rennes;035;14;53;;;0;0;0;02 99 50 44 49;02 99 50 01 46;http://www.collegedeshautesourmes-rennes.ac-rennes.fr;Ce.0350963g@ac-rennes.fr;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;REP+;1;19350963500010;672;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10251;48.08946765302947, -1.649410128522291;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;354034.3;6786754.2;EPSG:2154;;48.08946765302947;-1.649410128522291;Numéro de rue;1970-09-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351851X;;;;
0352541X;Collège Théodore Monod;Collège;Public;Chemin de Seiche;BP 67129;;35771;35352;Vern-sur-Seiche;035;14;53;;;0;0;0;02 23 27 07 50;02 23 27 07 60;http://www.collegemonodvern.fr/;ce.0352541x@ac-rennes.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19352472500010;590;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4519;48.04268888855317, -1.6105197686960293;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;356621.5;6781395.0;EPSG:2154;;48.04268888855317;-1.6105197686960293;Numéro de rue;2000-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0352541X;;;;
0350969N;Collège Bellevue;Collège;Public;2 rue de Bellevue;BP 80235;;35602;35236;Redon;035;14;53;;;0;0;0;02 99 71 43 46;02 99 71 12 46;;Ce.0350969n@ac-rennes.fr;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;19350969200011;459;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11566;47.655874021168884, -2.0767905322319713;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;319179.2;6740634.0;EPSG:2154;;47.655874021168884;-2.0767905322319713;Numéro de rue;1970-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351969A;;;;
0350916F;Collège Duguay Trouin;Collège;Public;5 rue Henri Lemarie;;;35400;35288;Saint-Malo;035;14;53;;;0;0;0;02 99 56 53 56;02 99 56 17 60;;ce.0350916f@ac-rennes.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19350916300013;583;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1849;48.65621634852129, -1.9730994711418013;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;333944.0;6851091.6;EPSG:2154;;48.65621634852129;-1.9730994711418013;Numéro de rue;1969-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350044H;;;;
0350913C;Collège Clotilde Vautier;Collège;Public;8 B rue de la Motte Brulon;BP 80439;;35704;35238;Rennes;035;14;53;;;0;0;0;02 99 27 25 25;;;Ce.0350913c@ac-rennes.fr;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19350913000012;411;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16038;48.126256483139166, -1.6679296130380918;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352899.4;6790916.7;EPSG:2154;;48.126256483139166;-1.6679296130380918;Numéro de rue;1969-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350027P;;;;
0351053E;Collège Jean Monnet;Collège;Public;2 rue Armand Jouault;;;35150;35136;Janzé;035;14;53;;;0;0;0;02 99 47 00 78;02 99 47 28 04;http://collegejeanmonnet.blogspot.com;Ce.0351053e@ac-rennes.fr;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;19351053400012;654;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13353;47.9614021425062, -1.4990496544832856;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;364400.0;6771898.0;EPSG:2154;;47.9614021425062;-1.4990496544832856;Numéro de rue;1971-02-05;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351053E;;;;
0350852L;Collège Saint-Joseph;Collège;Privé;3 avenue Alphonse Legault;CS 77118;;35171;35047;Bruz;035;14;53;;;0;0;0;02 99 05 01 01;02 99 05 01 09;http://www.ecbruz-sterblon.org;contact@ecbruz-sterblon.org;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;77766017600010;1314;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11318;48.02520405429156, -1.745639588615377;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;346453.4;6780051.7;EPSG:2154;;48.02520405429156;-1.745639588615377;Numéro de rue;1976-09-10;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;1;0;;340;COLLEGE;30;0350002M;;;;
0351906G;Collège Bourgchevreuil;Collège;Public;1 boulevard des Metairies;BP 81332;;35513;35051;Cesson-Sévigné;035;14;53;;;0;0;0;02 23 45 00 45;02 99 83 75 06;http://www.college-bourgchevreuil-cessonsevigne.ac-rennes.fr;Ce.0351906g@ac-rennes.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19351906300013;687;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10366;48.11950506421491, -1.6005197238771154;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;357862.5;6789873.5;EPSG:2154;;48.11950506421491;-1.6005197238771154;Numéro de rue;1976-02-20;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351906G;;;;
0350774B;Lycée Saint-Sauveur;Lycée;Privé;16 place Saint Sauveur;BP 80315;;35603;35236;Redon;035;14;53;;;1;1;0;02 99 71 27 44;02 99 72 26 64;http://www.lycee-saint-sauveur-redon.eu;ce.0350774B@ac-rennes.fr;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;;0;77772225700030;910;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15670;47.64991448594527, -2.083469402656444;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;318636.3;6740005.5;EPSG:2154;;47.64991448594527;-2.083469402656444;Numéro de rue;1977-09-09;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;0351969A;;;;
0350777E;Lycée Saint-Martin - quartier Sainte-Anne;Lycée;Privé;31 rue d'Antrain;CS 20611;;35706;35238;Rennes;035;14;53;;;1;1;0;02 99 84 16 16;;https://www.saintmartin-rennes.org/nos-etablissements/quartier-sainte-anne/;secretariat.sainteanne@saintmartin-rennes.org;1;1;0;0;0;1;1;1;1;0;1;0;0;0;1;;0;77774550600017;1355;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.977;48.1166293748915, -1.6791295723203956;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;352004.2;6789898.0;EPSG:2154;;48.1166293748915;-1.6791295723203956;Numéro de rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;0350027P;;;;
0350787R;Lycée les Rimains;Lycée;Privé;Esplanade de la gare;BP 60939;;35409;35288;Saint-Malo;035;14;53;;;1;1;0;02 99 89 60 30;02 99 89 94 29;http://lesrimains.org;ce.0350787R@ac-rennes.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;0;77766161200039;282;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1856;48.64724589620679, -2.004942270903336;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;331540.1;6850244.4;EPSG:2154;;48.64724589620679;-2.004942270903336;Rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;0350044H;;;;
0351914R;Lycée maritime Florence Arthaud;Lycée;Public;36 rue de la Croix-Désilles;;;35400;35288;Saint-Malo;035;14;53;;;0;0;1;02 99 81 97 10;02 99 82 37 34;http://www.lycee-maritime-saint-malo.fr;lpm-saint-malo@developpement-durable.gouv.fr;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;0;19352473300022;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8795;48.654823258456865, -1.9694463521891854;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;334202.8;6850920.1;EPSG:2154;;48.654823258456865;-1.9694463521891854;Rue;1976-05-18;2023-06-08;OUVERT;MER;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;
0350024L;Lycée Emile Zola;Lycée;Public;2 avenue Janvier;CS 54444;;35044;35238;Rennes;035;14;53;;;1;0;0;02 99 79 23 00;02 99 79 69 88;http://www.citescolaire-emilezola-rennes.ac-rennes.fr;Ce.0350024l@ac-rennes.fr;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;0;19350024600015;1019;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5965;48.106629422819154, -1.6731696810760333;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352381.2;6788762.4;EPSG:2154;;48.106629422819154;-1.6731696810760333;Rue;1965-05-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;99;0350895H;;;;
0351796M;Collège Emile Zola;Collège;Public;2 avenue Janvier;CS 54444;;35044;35238;Rennes;035;14;53;;;0;0;0;02 99 79 23 00;02 99 79 45 87;http://www.citescolaire-emilezola-rennes.ac-rennes.fr;Ce.0351796m@ac-rennes.fr;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;19351796800015;569;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5962;48.106629422819154, -1.6731696810760333;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352381.2;6788762.4;EPSG:2154;;48.106629422819154;-1.6731696810760333;Rue;1973-03-20;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350895H;;;;
0350057X;Collège Jacques Prévert;Collège;Public;Rue René Cutte;BP 3;;35850;35245;Romillé;035;14;53;;;0;0;0;02 99 23 24 94;02 99 68 25 16;http://www.collegejacquesprevertromille.fr;Ce.0350057x@ac-rennes.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;19350057600015;561;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2934;48.219106849799665, -1.894700191160429;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;336697.4;6802236.8;EPSG:2154;;48.219106849799665;-1.894700191160429;Numéro de rue;1965-05-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350057X;;;;
0351054F;Lycée professionnel Charles Tillon;Lycée;Public;9 Allée Georges Palante;BP 90901;;35009;35238;Rennes;035;14;53;;;0;0;1;02 99 27 21 00;02 99 38 27 11;http://www.lyceecharlestillon.fr;ce.0351054f@ac-rennes.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;1;19351054200031;525;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11328;48.10737914974493, -1.6599598376225284;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;353367.6;6788787.5;EPSG:2154;;48.10737914974493;-1.6599598376225284;Numéro de rue;1971-04-15;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0350895H;;;;
0351638R;Collège Anne de Bretagne;Collège;Public;15 rue Martenot;CS 86933;;35069;35238;Rennes;035;14;53;;;0;0;0;02 99 63 19 45;02 99 63 81 21;http://www.collegeannedebretagnerennes.ac-rennes.fr;Ce.0351638r@ac-rennes.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19351638200010;835;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2871;48.11327142418572, -1.6719805345060357;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352513.2;6789494.0;EPSG:2154;;48.11327142418572;-1.6719805345060357;Numéro de rue;1972-02-14;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350895H;;;;
0350797B;Lycée et section d'enseignement professionnel Jeanne d'Arc;Lycée;Privé;61 rue la Fontaine;CS 20816;;35708;35238;Rennes;035;14;53;;;0;1;1;02 99 84 30 30;02 99 38 09 12;https://www.essfa.fr/lycee-jeanne-darc/;info@lja35.fr;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;;0;77774582900013;579;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15677;48.11924524245059, -1.6540806074427075;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;353882.1;6790078.1;EPSG:2154;;48.11924524245059;-1.6540806074427075;Numéro de rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;0350027P;;;;
0352070K;Collège Assomption;Collège;Privé;18 boulevard Painleve;CS 80617;;35706;35238;Rennes;035;14;53;;;0;0;0;02 99 36 31 76;02 99 36 22 15;http://www.assomption.bzh;ce.0352070K@ac-rennes.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;77774565400023;976;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2943;48.122379250771374, -1.6589194034352441;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;353543.2;6790447.0;EPSG:2154;;48.122379250771374;-1.6589194034352441;Numéro de rue;1980-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0350027P;;;;
0350778F;Lycée J-M de la Mennais - annexe Assomption;Lycée;Privé;20 square Charles de Gaulle;;;35240;35239;Retiers;035;14;53;;;1;0;0;02 99 43 64 67;02 99 43 62 11;http://www.lyceeretiers.bzh/index.php;ce.0350778F@ac-rennes.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;;0;77774565400015;1047;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19379;48.122379250771374, -1.6589194034352441;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;353543.2;6790447.0;EPSG:2154;;48.122379250771374;-1.6589194034352441;Numéro de rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;1;0;;302;LYCEE D ENSEIGNEMENT GENERAL;30;0350027P;;;;
0351975G;Maison Familiale Rurale de Goven;Autre;Privé;34 rue des croix de roche;;35580 GOVEN;35580;35123;Goven;035;14;53;;;;;;0299420126;;;mfr.Goven@mfr.asso.fr;1;1;0;;1;;;;;;;;;0;;;0;77768721100014;;;48.00285086153547, -1.8425402045186785;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;339091.1;6778010.7;EPSG:2154;;48.00285086153547;-1.8425402045186785;Numéro de rue;1964-09-01;2023-06-08;OUVERT;AGRICULTURE;0;0;;380;MAISON FAMILIALE RURALE EDUCATION ORIENT;99;;;;;
0352457F;Section professionnelle du Lycée polyvalent privé Marcel Callo;Lycée;Privé;21 avenue ETIENNE GASCON;BP 80324;35603 REDON CEDEX;35603;35236;Redon;035;14;53;;;;;;0299714133;;;ce.0352457F@ac-rennes.fr;1;1;0;;1;;;;;;;;;0;;;0;;;;47.65480868230408, -2.080959469427167;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;318859.3;6740536.0;EPSG:2154;;47.65480868230408;-2.080959469427167;Numéro de rue;1996-02-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;30;;0350791V;FILIERE OU DEPARTEMENT OU SECTION;;
0352804H;Ecole internationale de coiffure et d'esthétique Silvya Terrade;Lycée;Privé;19 rue DES FEUTERIES;;35300 FOUGERES;35300;35115;Fougères;035;14;53;;;;;;0299997474;;;fougeres@groupe-terrade.com;0;0;0;;1;;;;;;;;;0;;;0;50367276800069;;;48.3529812886534, -1.1964595662605197;HORS CONTRAT;Ille-et-Vilaine;Rennes;Bretagne;389260.9;6814111.4;EPSG:2154;;48.3529812886534;-1.1964595662605197;Numéro de rue;2009-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;10;;;;;
0352881S;IMIE RENNES;Lycée;Privé;RUE PIERRE DE MAUPERTUIS CAMPUS DE KER-LANN;;35170 BRUZ;35170;35047;Bruz;035;14;53;;;;;;0223446900;;;contact@imie.fr;0;0;0;;1;;;;;;;;;0;;;0;79232237200022;;;48.049561206526114, -1.742779416876472;HORS CONTRAT;Ille-et-Vilaine;Rennes;Bretagne;346828.7;6782740.7;EPSG:2154;;48.049561206526114;-1.742779416876472;Rue;2015-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;10;;;;;
0352925P;Ecole démocratique GRAINE DE SENS;Collège;Privé;1 rue du Grand-Guéret;;35290 MUEL;35290;35201;Muel;035;14;53;;;;;;0678290236;;;grainedesens.ecole@gmail.com;0;0;0;;1;;;;;;;;;0;;;0;82841472200029;;;48.13006647062335, -2.1510396972239945;HORS CONTRAT;Ille-et-Vilaine;Rennes;Bretagne;317052.2;6793572.6;EPSG:2154;;48.13006647062335;-2.1510396972239945;Numéro de rue;2018-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;10;;;;;
0350920K;Institut pour déficients auditifs Paul Cézanne;Médico-social;Privé;8 rue ANNE BOIVENT;BP 90177;35301 FOUGERES CEDEX;35301;35115;Fougères;035;14;53;;;;;;0299948686;;;;;;;;;;;;;;;;;;;;;38188436000094;;;48.35944097662189, -1.207379564473808;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;388491.3;6814871.4;EPSG:2154;;48.35944097662189;-1.207379564473808;Numéro de rue;1969-06-16;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;247;ETABLISSEMENT POUR DEFICIENTS AUDITIFS;21;;;;;
0351716A;Ime la Passagère;Médico-social;Privé;Route DE LA PASSAGERE;;35417 ST MALO CEDEX;35417;35288;Saint-Malo;035;14;53;;;;;;0299211130;;;;;;;;;;;;;;;;;;;;;77559092000036;;;48.60028178335683, -2.0076694926814933;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;331008.7;6845046.5;EPSG:2154;;48.60028178335683;-2.0076694926814933;Rue;1972-05-03;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;240;INSTITUT MEDICO-EDUCATIF;21;;;;;
0351725K;Institut d'éducation motrice la Clarté;Médico-social;Privé;28 bis rue SAINT MICHEL;BP 10531;35605 REDON CEDEX;35605;35236;Redon;035;14;53;;;;;;0299727465;;;iemlaclarte@laclarteapf35.fr;;;;;;;;;;;;;;;;;;77568873203735;;;47.65278674919109, -2.078259739004883;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;319047.1;6740298.8;EPSG:2154;;47.65278674919109;-2.078259739004883;Numéro de rue;1972-05-03;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;242;ETABLISSEMENT POUR INFIRMES MOTEURS;21;;;;;
0351775P;Institut pour déficients visuels Cesdva Angèle Vannier;Médico-social;Privé;5 rue ALBERT MARTIN;;35000 RENNES;35000;35238;Rennes;035;14;53;;;;;;0299536133;;;;;;;;;;;;;;;;;;;;;84514164700220;;;48.10214618018696, -1.6639500934587528;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;353036.8;6788224.5;EPSG:2154;;48.10214618018696;-1.6639500934587528;Numéro de rue;1972-06-01;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;246;ETABLISSEMENT POUR DEFICIENTS VISUELS;21;;;;;
0351994C;Ime les Hautes Roches et Pial;Médico-social;Privé;14 rue du Val St Joseph;;35400 ST MALO;35400;35288;Saint-Malo;035;14;53;;;;;;0299819651;;;;;;;;;;;;;;;;;;;;;84514164700139;;;48.64469486863087, -1.9823993573675136;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;333179.6;6849856.4;EPSG:2154;;48.64469486863087;-1.9823993573675136;Numéro de rue;1977-07-11;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;240;INSTITUT MEDICO-EDUCATIF;21;;;;;
0352524D;ITEP Les Rivières;Médico-social;Privé;Lieu-dit Les Rivières;BP 34;35270 COMBOURG;35270;35085;Combourg;035;14;53;;;;;;0299733454;;;itep.lesrivieres@ar-roch.fr;;;;;;;;;;;;;;;;;;77766535700045;;;48.411410605476604, -1.726157155588698;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;350470.6;6822810.2;EPSG:2154;;48.411410605476604;-1.726157155588698;Lieu-dit;1997-09-01;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;241;INSTITUT DE REEDUCATION;21;;;;;
0352708D;Institut d'éducation motrice Rey-Leroux XXIV BIS;Médico-social;Privé;LIEU-DIT LE CARFOUR;;35340 LA BOUEXIERE;35340;35031;La Bouëxière;035;14;53;;;;;;0299044747;;;contact@rey-leroux.com;;;;;;;;;;;;;;;;;;77765701600013;;;48.18688128489364, -1.4623998814255788;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;368546.2;6796759.8;EPSG:2154;;48.18688128489364;-1.4623998814255788;Rue;2005-01-01;2023-06-08;OUVERT;SANTE ET SOLIDARITE NATIONALE;0;;;242;ETABLISSEMENT POUR INFIRMES MOTEURS;21;;;;;
0350738M;Circonscription d'inspection du 1er degré de Saint Grégoire;Service Administratif;;1 quai DUJARDIN;;35031 RENNES CEDEX;35031;35238;Rennes;035;14;53;;;;;;0299251864;;;ce.ien35.stgregoire@ac-rennes.fr;;;;;;;;;;;;;;;;;;17350431700632;;;48.11019764691954, -1.6726602766138592;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352442.5;6789156.0;EPSG:2154;;48.11019764691954;-1.6726602766138592;Rue;1967-10-23;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;
0350742S;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;Service Administratif;;7 impasse JACQUES CARTIER;;35160 MONTFORT SUR MEU;35160;35188;Montfort-sur-Meu;035;14;53;;;;;;0299090109;;;ce.ien35.montfort@ac-rennes.fr;;;;;;;;;;;;;;;;;;17350431700467;;;48.13365944441426, -1.9497600547034935;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;332021.1;6793014.0;EPSG:2154;;48.13365944441426;-1.9497600547034935;Numéro de rue;1967-10-23;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;
0350746W;Circonscription d'inspection du 1er degré de Rennes Ouest;Service Administratif;;1 quai DUJARDIN;;35031 RENNES CEDEX;35031;35238;Rennes;035;14;53;;;;;;0299251076;;;ce.ien35.rennesouest@ac-rennes.fr;;;;;;;;;;;;;;;;;;17350431700343;;;48.11019764691954, -1.6726602766138592;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352442.5;6789156.0;EPSG:2154;;48.11019764691954;-1.6726602766138592;Rue;1967-10-23;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;
